Model,R²_train,R²_test,RMSE_train,RMSE_test,MAE_train,MAE_test,ExpVar_train,ExpVar_test,R²_gap,RMSE_gap,MAE_gap,Rank
ElasticNet,0.8689847047750208,0.8924029536058117,0.9958569633061628,1.5246396601350982,0.6715481818752063,0.9558266402855377,0.8689847047750208,0.905190623956292,-0.02341824883079091,0.5287826968289354,0.2842784584103314,1
ExtraTrees,0.9991235172349772,0.8919480378937974,0.081453106974388,1.527859316232273,0.0355425116494908,0.9196424760791854,0.9991235172349772,0.8920391096805584,0.10717547934117977,1.4464062092578849,0.8840999644296945,2
Ridge,0.9103057607252724,0.8902568520120855,0.8239829777734083,1.5397696133428018,0.5744156315439091,0.8540631784975727,0.9103057607252724,0.9065587684692272,0.020048908713186875,0.7157866355693935,0.2796475469536637,3
Lasso,0.8658178443716555,0.8881663806506283,1.007820868302055,1.554365785717717,0.6776734139734831,0.9671206550780964,0.8658178443716555,0.9026588544216768,-0.022348536278972708,0.546544917415662,0.2894472411046133,4
RandomForest,0.9980853513102554,0.8401322403351426,0.120387255531575,1.8584354552398408,0.0190798994149839,1.138246806294663,0.9980853574220404,0.8402065117355815,0.1579531109751129,1.7380481997082657,1.119166906879679,5
GradientBoosting,0.99928301789086,0.8358011558620819,0.0736699073957619,1.8834412839908563,0.0529245909438049,1.1130771412892049,0.9992830379518428,0.8361082515430989,0.16348186202877812,1.8097713765950945,1.0601525503454,6
KNN,1.0,0.7911302198342218,3.4686738325408884e-16,2.124246164132161,1.35464878336226e-16,1.3574616626776062,1.0,0.8004220253407164,0.20886978016577817,2.1242461641321606,1.357461662677606,7
HistGradientBoosting,0.9982402188150687,-1.0555432718896405,0.1502870026448935,1.4963889311335288,0.0514688018684035,0.7755934943243112,0.9982402188150687,-0.698065402669583,2.053783490704709,1.3461019284886353,0.7241246924559077,8
