model,target,split_strategy,split_folder,split,metric,value
ElasticNet,SURFTEMP,max_distance,max_time_dist,train,R²,0.8689847047750208
ElasticNet,SURFTEMP,max_distance,max_time_dist,train,RMSE,0.9958569633061627
ElasticNet,SURFTEMP,max_distance,max_time_dist,train,MAE,0.6715481818752063
ElasticNet,SURFTEMP,max_distance,max_time_dist,train,Explained Var,0.8689847047750208
ElasticNet,SURFTEMP,max_distance,max_time_dist,test,R²,0.8924029536058117
ElasticNet,SURFTEMP,max_distance,max_time_dist,test,RMSE,1.5246396601350982
ElasticNet,SURFTEMP,max_distance,max_time_dist,test,MAE,0.9558266402855377
ElasticNet,SURFTEMP,max_distance,max_time_dist,test,Explained Var,0.905190623956292
